,id,name,element_type,total_points,quality_score
132,128,Thiago Silva,2,72,76.56096035813385
133,132,Kovacic,3,44,45.68939889830932
134,133,Arrizabalaga,1,99,80.48308858616952
135,134,Kanté,3,9,10.811671967497585
136,135,Ziyech,3,22,20.248545132045123
137,136,Loftus-Cheek,3,37,35.024754647633394
138,139,Chilwell,2,65,39.415453437898634
139,140,Pulisic,3,35,23.913681258178627
140,141,Chalobah,2,40,28.913058850043953
141,142,Mount,3,81,63.73284717509431
142,145,Havertz,4,94,97.05675600549034
143,146,James,2,43,47.82559185796737
144,147,Mendy,1,23,31.69928260264669
145,148,Gallagher,3,40,47.03789532611606
146,150,Broja,4,21,13.427456982079136
147,272,W.Fofana,2,32,33.22898045786639
148,304,Sterling,3,70,54.967411593892336
149,520,Koulibaly,2,73,71.53388542977623
150,616,Zakaria,3,11,8.018239608660185
151,617,Aubameyang,4,23,13.641583842482
152,653,Hutchinson,3,1,0.318345924318601
153,661,Hall,3,8,9.821893274576407
154,684,D.D.Fofana,4,2,2.392525839191738
155,689,Badiashile,2,31,21.79530837324343
156,690,João Félix,4,28,29.649021381094833
157,699,Mudryk,3,14,10.579332827696355
158,708,Madueke,3,7,8.753647115777426
159,724,Enzo,3,29,37.704224648273254
160,18,Sambi,3,21,18.018722913750935
161,152,Guaita,1,99,103.15780555677824
162,153,Tomkins,2,7,13.108022339222384
163,154,McArthur,3,2,0.8595550467915567
164,156,Ward,2,46,47.18596542917874
165,157,Clyne,2,44,41.89576887925418
166,158,Milivojevic,3,19,11.934406148452144
167,159,J.Ayew,3,79,73.82365275079549
168,160,Zaha,3,86,84.68831380996923
169,161,Schlupp,3,74,65.68466344407604
170,163,Hughes,3,21,15.982779718831003
171,164,Riedewald,3,4,1.7296737988734112
172,165,Andersen,2,59,80.63211167686507
173,166,Edouard,4,64,64.14722264836146
174,167,Guéhi,2,69,89.98431672074432
175,168,Mateta,4,36,26.07281658625929
176,169,Eze,3,104,81.291818551
177,170,Mitchell,2,67,65.75566670191515
178,171,Olise,3,103,89.53425456561445
179,173,Ebiowei,3,3,0.7302538027762883
180,175,Johnstone,1,4,5.29584501452052
181,514,C.Doucouré,3,54,72.18037243268178
182,530,Richards,2,12,12.32949141847357
183,590,Whitworth,1,3,7.044015096221843
184,676,Ozoh,3,1,0.005158554432921202
185,725,Ahamada,3,6,1.7546681636534749
186,110,Maupay,4,35,23.509123197555553
187,176,Begović,1,9,4.691655833822054
188,177,Rondón,4,7,2.3792471016753316
189,178,Coleman,2,63,49.960701800605484
190,180,Keane,2,24,21.61686100714218
191,181,Dele,3,2,0.36625632543198383
192,182,Pickford,1,93,118.33513654701792
193,185,A.Doucouré,3,44,36.093965006942156
194,186,Iwobi,3,97,97.75820044192565
195,188,Mina,2,13,11.158662729225453
196,189,Gray,3,82,78.00815978576094
197,190,Davies,3,18,11.440381869588219
198,191,Calvert-Lewin,4,25,17.277748203719806
199,192,Holgate,2,12,12.860092505973792
200,193,Godfrey,2,17,20.96071079108843
201,194,Mykolenko,2,64,73.22616457588651
202,197,Patterson,2,25,31.129387432412827
203,199,Tarkowski,2,85,118.81077645398037
204,475,Coady,2,70,63.60232318791323
205,531,Vinagre,2,2,1.0601040900932666
206,534,McNeil,3,75,75.1949393957008
207,570,Garner,3,7,4.9292827788723805
208,577,Onana,3,67,59.56128227678232
209,611,Gueye,3,52,60.58875937911401
210,662,Cannon,4,2,1.0505292622783724
211,678,Price,3,0,1.6269972960990644
212,686,Simms,4,14,8.301792207163317
213,1,Cédric,2,7,4.560392987705949
214,2,Leno,1,108,119.62583373838002
215,105,Duffy,2,4,0.0694881073786798
216,200,Cairney,3,26,17.829077900807476
217,201,Ream,2,91,86.92266039284956
218,203,Chalobah,3,1,0.9806887338865922
219,204,Kebano,3,35,21.05073269188585
220,205,De Cordova-Reid,3,80,70.6325229614929
221,209,Tosin,2,33,47.139464715952634
222,210,Mitrović,4,90,97.18790618335245
223,211,Reed,3,78,64.914000988224
224,212,Wilson,3,26,9.709917588821337
225,213,Rodák,1,7,5.277923644949404
226,215,Tete,2,65,73.38062119176101
227,216,Onomah,3,2,0.3767871691953939
228,217,Robinson,2,73,75.5170512401919
229,219,Stansfield,4,7,2.3191545531278814
230,220,Palhinha,3,70,85.35799573513589
231,231,James,3,28,18.130581166284102
232,346,Andreas,3,108,77.52173085582714
233,470,Diop,2,63,52.99316609050872
234,521,Francois,3,1,0.15744225800016975
235,532,Mbabu,2,7,6.111116032113892
236,546,Harris,3,3,0.14295576646956115
237,562,Solomon,3,35,34.42190292967527
238,613,Kurzawa,2,2,3.7282736904395866
239,614,Willian,3,75,54.183257828058835
240,618,Vinícius,4,40,25.744473312433136
241,726,Lukic,3,6,4.136370781145299
242,249,Evans,2,12,27.95941269795096
243,251,Albrighton,3,13,13.457343812093582
244,252,Mendy,3,26,20.80644663937103
245,254,Ward,1,91,98.38868957158459
246,255,Vardy,4,59,44.3594394833056
247,256,Ricardo,2,19,19.08502207160008
248,257,Amartey,2,51,56.21410257967271
249,258,Castagne,2,91,90.7310142266104
250,259,Tielemans,3,67,75.74550126375547
251,260,Pérez,3,19,13.088033582451798
252,261,Maddison,3,111,110.53315782382708
253,262,Iheanacho,4,60,44.29911759870197
254,264,Barnes,3,113,95.67234373626303
255,265,Ndidi,3,30,44.836255418160604
256,266,Dewsbury-Hall,3,75,77.69611018556546
257,267,Söyüncü,2,2,2.44471065640408
258,268,Justin,2,45,37.78822629145839
259,269,Soumaré,3,30,29.58364149411384
260,270,Thomas,2,18,20.52549762965466
261,271,Daka,4,59,50.9325212936736
262,273,Brunt,2,1,0.501941837106076
263,548,Iversen,1,9,16.799135490449622
264,549,Praet,3,29,16.64121894440325
265,612,Faes,2,52,77.24666778887129
266,709,Kristiansen,2,9,20.041870011757354
267,715,Tetê,3,21,14.188963507830444
268,727,Souttar,2,12,29.71107656903471
269,221,Cooper,2,31,38.44949509899517
270,222,Ayling,2,47,54.23703945953501
271,223,Klich,3,12,8.059785430758659
272,224,Forshaw,3,6,3.0889900450444356
273,225,Rodrigo,3,102,90.19997072557076
274,227,Bamford,4,53,44.44817382757889
275,228,Llorente,2,16,17.933050404118248
276,230,Koch,2,52,81.04218683174321
277,233,Harrison,3,106,88.42644689539071
278,235,Struijk,2,65,76.6004885559295
279,237,Greenwood,4,27,22.007256607260352
280,238,Meslier,1,85,108.99101295230636
281,239,Firpo,2,27,37.736771051781176
282,240,Summerville,3,67,52.64230610275069
283,242,Gelhardt,4,20,10.065512029791645
284,244,Kristensen,2,42,52.11948297572556
285,245,Roca,3,59,69.4210118201996
286,246,Aaronson,3,74,60.49684125629754
287,247,Gyabi,3,1,0.9690282928617723
288,506,Adams,3,47,71.37615322080966
289,508,Sinisterra,3,39,33.62755248672815
290,547,Drameh,2,1,2.158730447488529
291,619,Gnonto,4,46,48.32755396833646
292,659,Mateo Joseph,4,3,0.752265508262239
293,691,Wöber,2,23,29.36901633116434
294,700,Rutter,4,10,7.741445884757869
295,720,McKennie,3,15,22.56999814669333
296,274,Milner,3,33,29.16053370407696
297,275,Henderson,3,50,41.67491328112203
298,276,Matip,2,26,28.448121549937618
299,277,Thiago,3,27,42.81718015725901
300,278,Chamberlain,3,20,13.842158692497252
301,279,Firmino,4,91,91.81383652399927
302,280,Van Dijk,2,96,80.93136646891045
303,281,Alisson,1,128,116.61552118656843
304,282,Fabinho,3,48,51.23019121065351
305,283,Salah,3,166,140.10691439498734
306,284,Robertson,2,93,73.3295250650093
307,285,Alexander-Arnold,2,101,88.139114741324
308,286,Gomez,2,68,46.83785033351362
309,287,Keita,3,10,5.830082244013326
310,288,Diogo Jota,4,28,26.184320396497807
311,290,Konaté,2,29,29.67302520491345
312,291,Jones,3,10,9.221337289605493
313,292,Tsimikas,2,41,27.56339829053206
314,293,Luis Díaz,3,39,33.448423371024994
315,294,Elliott,3,57,49.306872683234474
316,296,Carvalho,3,26,17.575331488932804
317,297,Darwin,4,85,82.96910874509878
318,501,Phillips,2,3,2.3751376011230025
319,564,Bajcetic,3,22,17.440805422872096
320,584,Clark,3,1,0.06239689264399143
321,665,Doak,3,2,1.0240095151608655
322,680,Gakpo,3,46,34.46003819155531
323,299,Walker,2,41,31.56767481971322
324,300,Gündogan,3,93,78.44585754464494
325,301,De Bruyne,3,151,133.24891911534712
326,302,Stones,2,65,44.65631581901263
327,303,Mahrez,3,89,68.03388677463704
328,305,Grealish,3,105,84.77987481120881
329,306,Cancelo,2,73,46.83701177060175
330,307,Ederson,1,102,86.0652374856101
331,308,Aké,2,68,55.321056684589976
332,309,Laporte,2,21,17.36543880786887
333,311,Bernardo,3,96,81.95040850279081
334,312,Dias,2,63,52.42780645267531
335,314,Foden,3,109,99.33856080942881
336,315,Rodri,3,91,112.60170416556156
337,316,Palmer,3,9,4.484600354361852
338,318,Haaland,4,215,199.02978712369466
339,319,Álvarez,4,72,58.13647512718094
340,325,Phillips,3,5,3.5734526437092744
341,573,Lewis,2,17,15.674178383927321
342,587,Sergio Gómez,2,9,7.560787765540486
343,610,Akanji,2,67,54.449462200231025
344,712,Perrone,3,1,0.29771170658691626
345,326,Ronaldo,4,20,16.10099866960233
346,327,De Gea,1,118,102.67269393968076
347,329,Varane,2,63,55.74433349075497
348,330,Maguire,2,30,22.596288919467913
349,331,Fred,3,48,45.96195437816137
350,332,Shaw,2,95,73.03559549416653
351,333,Fernandes,3,126,132.0881890305193
352,335,Rashford,3,174,141.95616643311237
353,336,Van de Beek,3,8,3.2510126116520794
354,337,Lindelöf,2,23,18.601342760647427
355,338,McTominay,3,34,42.77235231597261
356,340,Sancho,3,68,52.02405100605519
357,341,Wan-Bissaka,2,43,28.84928555595028
358,342,Dalot,2,74,64.52698874794132
359,344,Elanga,3,23,12.260031206148948
360,345,Martial,4,39,36.35153136683327
361,347,Pellistri,3,3,0.7922807971362944
362,504,Malacia,2,53,31.65974947509421
363,519,Eriksen,3,75,60.184497718320245
364,533,Martínez,2,81,83.83869982953753
365,569,Garnacho,3,30,22.636937473425196
366,593,Casemiro,3,56,72.28516549102876
367,609,Antony,3,51,44.6388092966923
368,643,Mainoo,3,1,1.0136920598598826
369,701,Weghorst,4,18,18.876420456770028
370,728,Sabitzer,3,20,17.42886795623652
371,195,Gordon,3,50,52.15364815324804
372,350,Ritchie,2,6,1.469165601347275
373,355,Dubravka,1,8,3.672928065584301
374,356,Wilson,4,97,81.73735941344043
375,357,Trippier,2,170,120.7372003982545
376,358,Burn,2,105,73.68275456685639
377,359,Fraser,3,11,6.590083427415998
378,360,Lascelles,2,2,6.3315893524082725
379,363,Manquillo,2,2,0.6135278667696483
380,364,Krafth,2,1,0.012479894121537069
381,365,Murphy,3,52,32.833086087631266
382,366,Schär,2,119,83.17052483829929
383,367,Targett,2,25,14.75419938098992
384,368,Saint-Maximin,3,60,46.570723882837825
385,369,Almirón,3,136,103.07445965069965
386,370,S.Longstaff,3,81,67.59708949395316
387,371,Joelinton,3,85,89.40732970240617
388,372,Lewis,2,1,0.20383620732450047
389,373,Willock,3,100,81.66491288802735
390,374,Bruno Guimarães,3,81,80.30755017591096
391,376,Pope,1,130,94.50560886949287
392,377,Botman,2,104,72.82715421879523
393,552,Anderson,3,14,11.104977430402071
394,594,Isak,4,65,63.53108540093981
395,295,N.Williams,2,46,52.42612549681722
396,349,Shelvey,3,16,11.567652161736977
397,354,Wood,4,53,32.17016595406458
398,379,Cook,2,20,29.827297746848224
399,381,Colback,3,14,12.005885413780184
400,383,Cafú,3,1,0.3964322151589237
401,385,McKenna,2,38,45.60327576903069
402,387,Yates,3,44,39.534827168166196
403,388,Worrall,2,47,60.02002675589311
404,391,Surridge,4,22,12.200486260181497
405,394,Johnson,4,105,96.29491496358959
406,395,Mighten,3,1,0.03610988103044841
407,397,Awoniyi,4,52,37.44100259487874
408,398,Henderson,1,82,71.00272273068754
409,399,Biancone,2,2,0.852528462169128
410,474,Boly,2,33,21.646287412615074
411,493,Gibbs-White,3,97,80.11275839449755
412,507,Niakhaté,2,12,13.562426018397353
413,518,Hennessey,1,4,8.624202184202446
414,523,Toffolo,2,26,26.439667612118875
415,524,O'Brien,3,22,20.01557247969611
416,527,Lingard,3,32,14.10001649851858
417,536,Mangala,3,31,22.93595238280055
418,582,Freuler,3,50,50.80926302738514
419,583,Kouyaté,3,29,25.40575245007547
420,585,Dennis,4,36,33.43181364643226
421,602,Renan Lodi,2,38,43.999967136008536
422,628,Aurier,2,57,54.28405809141525
423,681,Scarpa,3,5,3.52603132803488
424,703,Danilo,3,10,11.039252244572264
425,729,Navas,1,22,34.46096599766755
426,730,Felipe,2,11,34.22116352402999
427,734,A.Ayew,3,8,5.824536321227553
428,21,Maitland-Niles,3,30,39.67301620982177
429,321,Lavia,3,41,46.25726266123996
430,400,Walcott,3,28,18.833151685111737
431,402,Romeu,3,2,1.352179001766653
432,403,Redmond,3,1,0.005158554432921202
433,405,S.Armstrong,3,40,30.089504563701098
434,406,Elyounoussi,3,48,46.96266242610325
435,407,Ward-Prowse,3,109,125.9957129803526
436,408,A.Armstrong,4,43,33.82381969053857
437,409,Walker-Peters,2,51,58.110929030141925
438,410,Bednarek,2,28,39.43289682867204
439,411,Adams,4,90,74.44296754728525
440,413,Lyanco,2,15,21.665709613892474
441,414,Valery,2,0,0.9638831472727709
442,416,Diallo,3,19,17.394157274628444
443,417,Perraud,2,70,57.1024003889373
444,418,Djenepo,3,24,24.194096733235416
445,420,Salisu,2,33,78.88203951742426
446,422,Bazunu,1,82,104.20397559754161
447,423,Bella-Kotchap,2,44,52.12857434625338
448,512,Aribo,3,42,41.502403888648075
449,528,Mara,4,31,22.352895963726684
450,622,Larios,2,4,4.67598796171189
451,623,Caleta-Car,2,20,28.491645811709304
452,624,Edozie,3,21,16.07236050925936
453,692,Orsic,3,1,0.3355187337320243
454,693,Alcaraz,3,25,19.88393562113205
455,716,Bree,2,4,7.3930673131039395
456,731,Kamaldeen,3,18,13.141833419581342
457,732,Onuachu,4,9,6.47854162740669
458,425,Lloris,1,88,83.5701046169511
459,426,Forster,1,28,26.195509849071257
460,427,Kane,4,198,191.10042108408663
461,428,Son,3,112,102.40547388598797
462,429,Doherty,2,35,24.323387293746116
463,430,Dier,2,94,90.52239451940522
464,431,Lucas Moura,3,9,5.4242765604411645
465,432,Davies,2,89,61.59502231217499
466,433,Højbjerg,3,105,117.25128935562276
467,435,Sánchez,2,23,20.75811024631403
468,436,R.Sessegnon,2,35,26.48258423444042
469,439,Tanganga,2,3,4.234713759156474
470,440,Bentancur,3,71,85.40295884073768
471,441,Skipp,3,28,23.874110237525045
472,443,Romero,2,56,62.003491405693794
473,444,Bissouma,3,23,19.95127059543728
474,445,Emerson Royal,2,76,52.44411173943377
475,446,Kulusevski,3,80,66.47952436628043
476,448,Perišić,2,85,70.1190478123936
477,449,White,3,1,0.32520162486618187
478,450,Sarr,3,8,4.592429331342732
479,454,Richarlison,4,40,31.039849598659675
480,513,Lenglet,2,52,52.004813494121976
481,522,Spence,2,4,0.14238758969671705
482,554,Bryan,3,9,5.737448192433682
483,713,Danjuma,3,2,1.336916380495176
484,733,Pedro Porro,2,24,19.717139010554213
485,30,Ings,4,83,72.44116132437793
486,455,Fabianski,1,102,91.21228465918759
487,456,Ogbonna,2,33,22.691145501563504
488,457,Cresswell,2,52,60.27317809106263
489,458,Antonio,4,58,48.31577944597683
490,460,Lanzini,3,7,2.0139553017868157
491,461,Zouma,2,78,56.11676740484869
492,463,Coufal,2,41,47.91704017042292
493,464,Benrahma,3,78,74.0925613249182
494,465,Bowen,3,108,94.73099971067273
495,467,Rice,3,86,107.3024766830603
496,468,Soucek,3,69,79.49536662240752
497,469,Fornals,3,47,34.073965760062045
498,471,Johnson,2,26,24.649929021529502
499,472,Aguerd,2,36,37.05970960671999
500,473,Areola,1,7,11.867387261016331
501,509,Downes,3,19,8.241642231143883
502,529,Scamacca,4,41,34.5568377776128
503,545,Emerson,2,33,30.83074476388937
504,556,Coventry,3,1,0.005158554432921202
505,575,Cornet,3,8,4.015100323737412
506,588,Kehrer,2,53,50.96754808486671
507,603,Paquetá,3,64,60.39640615230208
508,669,Mubama,4,1,0.03586704438094579
509,459,Dawson,2,53,53.20724636024315
510,476,Jiménez,4,26,20.382522179523875
511,477,Jonny,2,45,40.12323671621825
512,478,Sá,1,123,113.29779736856723
513,480,Neves,3,91,116.72832664488305
514,481,Hwang,3,34,20.63717731333358
515,482,Semedo,2,56,63.557381210952585
516,483,Podence,3,86,71.38670787726679
517,484,Kilman,2,89,95.91177406848703
518,486,Neto,3,25,18.18264040459428
519,487,Aït-Nouri,2,41,33.76504831167264
520,489,Toti,2,18,19.499784308639722
521,491,Adama,3,55,44.850808757085034
522,503,Moutinho,3,53,56.90094701192062
523,516,Collins,2,45,57.078802077910716
524,558,Bueno,2,33,34.52283688789334
525,566,Hodge,3,4,3.3960950726422787
526,567,Ronan,3,1,0.09652877657327033
527,568,Campbell,3,5,1.4138665343235777
528,579,Guedes,3,29,20.171628660165673
529,589,Matheus,3,64,56.05547790301142
530,608,Kalajdžić,4,1,0.5380056657141868
531,625,Diego Costa,4,18,13.928949006803533
532,629,Traoré,3,12,9.361872996385388
533,664,Lembikisa,2,1,0.4212416482130671
534,682,Cunha,4,22,18.09281886371427
535,698,Lemina,3,15,21.293772661019975
536,704,Sarabia,3,20,16.915022904753727
537,721,João Gomes,3,12,14.537785099243745
