,element,id,web_name,element_type,team,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
337,15,15,Ramsdale,1,1,81,18,2,True,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,2,0,12,19.2,0.0,0.0,1.9,1,0.00,0.00,0.00,1.57,49,-32360,1109375,39331,71691
338,15,15,Ramsdale,1,1,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,2,0,15,12.6,0.0,0.0,1.3,1,0.00,0.00,0.00,1.13,49,-21961,1098374,36722,58683
339,15,15,Ramsdale,1,1,104,11,10,False,2022-10-16T13:00:00Z,0,1,11,90,0,0,1,0,0,0,0,0,0,4,3,32,34.8,0.0,0.0,3.5,1,0.00,0.00,0.00,1.86,49,10087,1120191,52485,42398
340,15,15,Ramsdale,1,1,127,17,2,False,2022-10-23T13:00:00Z,1,1,13,90,0,0,0,1,0,0,0,0,0,2,0,12,14.8,0.0,0.0,1.5,1,0.00,0.00,0.00,0.67,49,17553,1120866,45235,27682
341,15,15,Ramsdale,1,1,131,16,6,True,2022-10-30T14:00:00Z,5,0,14,90,0,0,1,0,0,0,0,0,0,2,0,24,11.6,0.0,0.0,1.2,1,0.00,0.00,0.00,0.43,49,14457,1141584,42052,27595
342,15,15,Ramsdale,1,1,142,6,6,False,2022-11-06T12:00:00Z,0,1,15,90,0,0,1,0,0,0,0,0,0,1,0,21,12.8,0.0,0.0,1.3,1,0.00,0.00,0.00,0.29,49,-18372,1126726,20985,39357
343,15,15,Ramsdale,1,1,160,20,6,False,2022-11-12T19:45:00Z,0,2,16,90,0,0,1,0,0,0,0,0,0,2,0,24,14.4,0.0,0.0,1.4,1,0.00,0.00,0.00,0.68,49,46799,1184091,70419,23620
344,15,15,Ramsdale,1,1,161,19,3,True,2022-12-26T20:00:00Z,3,1,17,90,0,0,0,1,0,0,0,0,0,3,0,14,20.0,0.0,0.0,2.0,1,0.00,0.01,0.01,1.07,49,169825,1367437,374614,204789
345,15,15,Ramsdale,1,1,172,5,2,False,2022-12-31T17:30:00Z,2,4,18,90,0,0,0,2,0,0,0,0,0,3,0,15,23.2,0.0,0.0,2.3,1,0.00,0.00,0.00,1.15,49,-17148,1353853,21408,38556
346,15,15,Ramsdale,1,1,181,15,6,True,2023-01-03T19:45:00Z,0,0,19,90,0,0,1,0,0,0,0,0,0,1,0,22,7.4,0.0,0.0,0.7,1,0.00,0.00,0.00,1.08,49,-45467,1308952,10521,55988
347,15,15,Ramsdale,1,1,199,18,11,False,2023-01-15T16:30:00Z,0,2,20,90,0,0,1,0,0,0,0,0,0,7,3,36,54.2,0.0,0.0,5.4,1,0.00,0.00,0.00,1.54,49,-36929,1274675,18330,55259
348,15,15,Ramsdale,1,1,201,14,1,True,2023-01-22T16:30:00Z,3,2,21,90,0,0,0,2,0,0,0,0,0,2,0,8,9.8,0.0,0.0,1.0,1,0.00,0.00,0.00,0.33,49,36936,1326171,66258,29322
349,15,15,Ramsdale,1,1,215,8,3,False,2023-02-04T12:30:00Z,1,0,22,90,0,0,0,1,0,0,0,0,0,3,0,14,16.6,0.0,0.0,1.7,1,0.00,0.00,0.00,1.66,49,-6407,1329449,56449,62856
350,15,15,Ramsdale,1,1,221,4,2,True,2023-02-11T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,1,0,10,7.2,0.0,0.0,0.7,1,0.00,0.00,0.00,2.37,49,14549,1349701,55004,40455
351,15,15,Ramsdale,1,1,111,13,1,True,2023-02-15T19:30:00Z,1,3,23,90,0,0,0,3,0,0,0,0,0,2,0,15,19.8,0.0,0.0,2.0,1,0.00,0.00,0.00,1.71,49,14549,1349701,55004,40455
352,15,15,Ramsdale,1,1,231,2,2,False,2023-02-18T12:30:00Z,2,4,24,90,0,0,0,2,0,0,0,0,0,3,0,14,22.6,0.0,0.0,2.3,1,0.00,0.00,0.00,0.51,49,-4614,1349015,25414,30028
353,15,15,Ramsdale,1,1,246,10,6,False,2023-02-25T15:00:00Z,0,1,25,90,0,0,1,0,0,0,0,0,0,0,0,20,3.2,0.0,0.0,0.3,1,0.00,0.00,0.00,0.02,49,21834,1372414,73566,51732
354,15,15,Ramsdale,1,1,61,8,7,True,2023-03-01T19:45:00Z,4,0,25,90,0,0,1,0,0,0,0,0,0,5,0,30,39.8,0.0,0.0,4.0,1,0.00,0.00,0.00,1.36,49,21834,1372414,73566,51732
355,15,15,Ramsdale,1,1,251,3,1,True,2023-03-04T15:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,2,0,12,18.4,0.0,0.0,1.8,1,0.00,0.00,0.00,1.32,49,-2989,1376833,39570,42559
356,15,15,Ramsdale,1,1,264,9,6,False,2023-03-12T14:00:00Z,0,3,27,90,0,0,1,0,0,0,0,0,0,2,0,24,15.0,0.0,0.0,1.5,1,0.00,0.00,0.00,0.84,49,-34685,1344284,12960,47645
357,15,15,Ramsdale,1,1,271,7,3,True,2023-03-19T14:00:00Z,4,1,28,90,0,0,0,1,0,0,0,0,0,3,0,13,27.6,0.0,0.0,2.8,1,0.00,0.00,0.00,0.60,49,-13887,1324912,20280,34167
358,15,15,Ramsdale,1,1,281,11,3,True,2023-04-01T14:00:00Z,4,1,29,90,0,0,0,1,0,0,0,0,0,4,0,15,34.2,0.0,0.0,3.4,1,0.00,0.00,0.00,0.78,49,-15010,1320420,24855,39865
359,15,15,Ramsdale,1,1,296,12,1,False,2023-04-09T15:30:00Z,2,2,30,90,0,0,0,2,0,0,0,1,0,4,0,12,34.0,0.0,0.0,3.4,1,0.00,0.00,0.00,3.96,49,-24604,1302682,8391,32995
360,16,16,Gabriel,2,1,1,7,7,False,2022-08-05T19:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,1,26,24.2,0.6,2.0,2.7,1,0.00,0.01,0.01,1.21,50,0,689975,0,0
361,16,16,Gabriel,2,1,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,0,0,0,0,0,0,0,12,13.2,1.8,6.0,2.1,1,0.05,0.02,0.07,0.46,50,-7155,756694,48645,55800
362,16,16,Gabriel,2,1,21,3,7,False,2022-08-20T16:30:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,0,1,29,19.8,1.5,4.0,2.5,1,0.10,0.00,0.10,0.28,50,-29099,754827,68563,97662
363,16,16,Gabriel,2,1,31,9,9,True,2022-08-27T16:30:00Z,2,1,4,90,1,0,0,1,0,0,0,0,0,0,1,27,46.2,12.6,35.0,9.4,1,0.75,0.02,0.77,0.83,50,-20145,759675,41844,61989
364,16,16,Gabriel,2,1,41,2,2,True,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,16,17.4,1.3,69.0,8.8,1,0.31,0.01,0.32,0.45,50,176657,994950,213104,36447
365,16,16,Gabriel,2,1,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,13,14.0,1.0,10.0,2.5,1,0.02,0.03,0.05,1.55,51,85958,1123841,160863,74905
366,16,16,Gabriel,2,1,72,4,6,False,2022-09-18T11:00:00Z,0,3,8,90,0,0,1,0,0,0,0,0,0,0,0,27,16.2,1.1,1.0,1.8,1,0.02,0.02,0.04,0.53,51,7928,1177943,47611,39683
367,16,16,Gabriel,2,1,81,18,2,True,2022-10-01T11:30:00Z,3,1,9,90,0,0,0,1,0,0,0,0,0,0,0,11,10.6,3.4,2.0,1.6,1,0.00,0.02,0.02,1.57,51,-32504,1140828,43054,75558
368,16,16,Gabriel,2,1,91,12,1,True,2022-10-09T15:30:00Z,3,2,10,90,0,0,0,2,0,0,0,0,0,0,0,16,22.6,0.8,0.0,2.3,1,0.00,0.01,0.01,1.13,51,-40708,1108166,39234,79942
369,16,16,Gabriel,2,1,104,11,8,False,2022-10-16T13:00:00Z,0,1,11,90,0,0,1,0,0,0,0,1,0,0,3,32,42.2,0.3,17.0,6.0,1,0.10,0.00,0.10,1.86,51,-14252,1102599,45840,60092
370,16,16,Gabriel,2,1,127,17,2,False,2022-10-23T13:00:00Z,1,1,13,90,0,0,0,1,0,0,0,0,0,0,0,17,32.0,2.2,4.0,3.8,1,0.06,0.02,0.08,0.67,51,48903,1100829,72819,23916
371,16,16,Gabriel,2,1,131,16,6,True,2022-10-30T14:00:00Z,5,0,14,90,0,0,1,0,0,0,0,0,0,0,0,25,11.8,2.3,2.0,1.6,1,0.00,0.02,0.02,0.43,51,22726,1127571,52715,29989
372,16,16,Gabriel,2,1,142,6,15,False,2022-11-06T12:00:00Z,0,1,15,90,1,0,1,0,0,0,0,0,0,0,3,40,48.2,0.3,39.0,8.8,1,0.78,0.01,0.79,0.29,51,-16255,1113779,23047,39302
373,16,16,Gabriel,2,1,160,20,5,False,2022-11-12T19:45:00Z,0,2,16,90,0,0,1,0,0,0,0,1,0,0,0,23,11.2,2.2,6.0,1.9,1,0.11,0.01,0.12,0.68,52,222965,1354485,238509,15544
374,16,16,Gabriel,2,1,161,19,2,True,2022-12-26T20:00:00Z,3,1,17,90,0,0,0,1,0,0,0,0,0,0,0,20,19.2,4.7,0.0,2.4,1,0.00,0.06,0.06,1.07,52,266292,1633698,526427,260135
375,16,16,Gabriel,2,1,172,5,0,False,2022-12-31T17:30:00Z,2,4,18,90,0,0,0,2,0,0,0,1,0,0,0,2,9.8,0.8,21.0,3.2,1,0.43,0.00,0.43,1.15,52,2260,1639063,51925,49665
376,16,16,Gabriel,2,1,181,15,6,True,2023-01-03T19:45:00Z,0,0,19,90,0,0,1,0,0,0,0,0,0,0,0,24,13.6,2.5,7.0,2.3,1,0.09,0.02,0.11,1.08,52,-77834,1560507,26019,103853
377,16,16,Gabriel,2,1,199,18,5,False,2023-01-15T16:30:00Z,0,2,20,90,0,0,1,0,0,0,0,1,0,0,0,19,16.4,0.9,2.0,1.9,1,0.00,0.01,0.01,1.54,52,-43219,1518408,38082,81301
378,16,16,Gabriel,2,1,201,14,1,True,2023-01-22T16:30:00Z,3,2,21,90,0,0,0,2,0,0,0,0,0,0,0,17,21.8,1.6,16.0,3.9,1,0.10,0.01,0.11,0.33,52,-7023,1522313,38306,45329
379,16,16,Gabriel,2,1,215,8,2,False,2023-02-04T12:30:00Z,1,0,22,90,0,0,0,1,0,0,0,0,0,0,0,17,22.6,2.5,0.0,2.5,1,0.00,0.01,0.01,1.66,52,-9131,1517943,73252,82383
380,16,16,Gabriel,2,1,221,4,2,True,2023-02-11T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,0,0,13,19.2,4.3,9.0,3.3,1,0.03,0.04,0.07,2.37,52,31965,1554668,76756,44791
381,16,16,Gabriel,2,1,111,13,1,True,2023-02-15T19:30:00Z,1,3,23,90,0,0,0,3,0,0,0,0,0,0,0,14,15.8,11.0,2.0,2.9,1,0.00,0.01,0.01,1.71,52,31965,1554668,76756,44791
382,16,16,Gabriel,2,1,231,2,1,False,2023-02-18T12:30:00Z,2,4,24,90,0,0,0,2,0,0,0,0,0,0,0,9,7.6,2.3,10.0,2.0,1,0.30,0.02,0.32,0.51,52,-18141,1538637,25386,43527
383,16,16,Gabriel,2,1,246,10,9,False,2023-02-25T15:00:00Z,0,1,25,90,0,0,1,0,0,0,0,0,0,0,3,26,16.6,4.0,2.0,2.3,1,0.00,0.01,0.01,0.02,52,-19621,1509324,47209,66830
384,16,16,Gabriel,2,1,61,8,6,True,2023-03-01T19:45:00Z,4,0,25,90,0,0,1,0,0,0,0,0,0,0,0,25,17.4,2.6,0.0,2.0,1,0.00,0.01,0.01,1.36,52,-19621,1509324,47209,66830
385,16,16,Gabriel,2,1,251,3,1,True,2023-03-04T15:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,0,0,14,13.2,8.2,33.0,5.4,1,0.19,0.05,0.24,1.32,52,60431,1587393,122548,62117
386,16,16,Gabriel,2,1,264,9,14,False,2023-03-12T14:00:00Z,0,3,27,90,1,0,1,0,0,0,0,0,0,0,2,38,48.2,0.7,33.0,8.2,1,0.30,0.00,0.30,0.84,52,-34792,1552419,21672,56464
387,16,16,Gabriel,2,1,271,7,2,True,2023-03-19T14:00:00Z,4,1,28,85,0,0,0,1,0,0,0,0,0,0,0,14,15.2,12.8,2.0,3.0,1,0.00,0.02,0.02,0.42,52,117912,1722239,140428,22516
388,16,16,Gabriel,2,1,281,11,2,True,2023-04-01T14:00:00Z,4,1,29,90,0,0,0,1,0,0,0,0,0,0,0,15,21.6,3.8,12.0,3.7,1,0.35,0.02,0.37,0.78,52,42123,1718720,137875,95752
389,16,16,Gabriel,2,1,296,12,1,False,2023-04-09T15:30:00Z,2,2,30,90,0,0,0,2,0,0,0,0,0,0,0,14,38.6,0.4,17.0,5.6,1,0.11,0.00,0.11,3.96,52,52962,1781260,97168,44206
390,19,19,Martinelli,3,1,1,7,8,False,2022-08-05T19:00:00Z,0,2,1,90,1,0,1,0,0,0,0,0,0,0,0,23,38.2,15.2,39.0,9.2,1,0.38,0.05,0.43,1.21,60,0,1728741,0,0
391,19,19,Martinelli,3,1,11,10,8,True,2022-08-13T14:00:00Z,4,2,2,90,1,0,0,2,0,0,0,0,0,0,1,30,42.4,51.8,15.0,10.9,1,0.05,0.31,0.36,0.46,61,379500,2396763,430548,51048
392,19,19,Martinelli,3,1,21,3,6,False,2022-08-20T16:30:00Z,0,3,3,74,0,1,1,0,0,0,0,0,0,0,0,11,2.0,6.3,30.0,3.8,1,0.36,0.03,0.39,0.12,63,1180060,3788936,1242606,62546
393,19,19,Martinelli,3,1,31,9,2,True,2022-08-27T16:30:00Z,2,1,4,90,0,0,0,1,0,0,0,0,0,0,0,20,25.8,59.0,101.0,18.6,1,0.55,0.39,0.94,0.83,64,243247,4084833,372203,128956
394,19,19,Martinelli,3,1,41,2,10,True,2022-08-31T18:30:00Z,2,1,5,90,1,0,0,1,0,0,0,0,0,0,3,34,44.0,30.7,69.0,14.4,1,0.20,0.40,0.60,0.45,64,-151656,3952017,117275,268931
395,19,19,Martinelli,3,1,56,14,2,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,8,11.4,33.1,53.0,9.8,1,0.10,0.07,0.17,1.55,65,552114,4624595,649197,97083
396,19,19,Martinelli,3,1,72,4,3,False,2022-09-18T11:00:00Z,0,3,8,77,0,0,1,0,0,0,0,0,0,0,0,7,12.4,24.6,23.0,6.0,1,0.17,0.18,0.35,0.49,65,157832,5066895,207791,49959
397,19,19,Martinelli,3,1,81,18,4,True,2022-10-01T11:30:00Z,3,1,9,90,0,1,0,1,0,0,0,1,0,0,0,21,26.4,27.2,48.0,10.2,1,0.12,0.12,0.24,1.57,66,-63323,4946404,159344,222667
398,19,19,Martinelli,3,1,91,12,12,True,2022-10-09T15:30:00Z,3,2,10,90,1,1,0,2,0,0,0,0,0,0,2,36,51.2,25.2,43.0,11.9,1,0.50,0.65,1.15,1.13,66,-153378,4811880,114388,267766
399,19,19,Martinelli,3,1,104,11,3,False,2022-10-16T13:00:00Z,0,1,11,90,0,0,1,0,0,0,0,0,0,0,0,3,7.8,13.3,22.0,4.3,1,0.05,0.21,0.26,1.86,66,306437,5163784,347653,41216
400,19,19,Martinelli,3,1,127,17,2,False,2022-10-23T13:00:00Z,1,1,13,70,0,0,0,1,0,0,0,0,0,0,0,9,10.4,5.8,16.0,3.2,1,0.04,0.03,0.07,0.67,67,321228,5227821,365963,44735
401,19,19,Martinelli,3,1,131,16,8,True,2022-10-30T14:00:00Z,5,0,14,62,1,0,1,0,0,0,0,0,0,0,0,24,37.4,13.9,43.0,9.4,1,0.27,0.08,0.35,0.39,68,30665,5264772,144978,114313
402,19,19,Martinelli,3,1,142,6,3,False,2022-11-06T12:00:00Z,0,1,15,90,0,0,1,0,0,0,0,0,0,0,0,5,0.0,13.3,7.0,2.0,1,0.16,0.22,0.38,0.29,68,75592,5359256,167991,92399
403,19,19,Martinelli,3,1,160,20,6,False,2022-11-12T19:45:00Z,0,2,16,90,0,1,1,0,0,0,0,0,0,0,0,18,14.6,3.4,23.0,4.1,1,0.07,0.02,0.09,0.68,68,-19697,5349701,100247,119944
404,19,19,Martinelli,3,1,161,19,8,True,2022-12-26T20:00:00Z,3,1,17,87,1,0,0,1,0,0,0,0,0,0,1,26,37.2,13.5,29.0,8.0,1,0.08,0.04,0.12,1.02,68,-165004,5207703,467408,632412
405,19,19,Martinelli,3,1,172,5,10,False,2022-12-31T17:30:00Z,2,4,18,90,1,1,0,2,0,0,0,0,0,0,0,28,39.4,6.3,100.0,14.6,1,0.66,0.08,0.74,1.15,68,28261,5245805,82748,54487
406,19,19,Martinelli,3,1,181,15,3,True,2023-01-03T19:45:00Z,0,0,19,90,0,0,1,0,0,0,0,0,0,0,0,3,9.0,37.6,68.0,11.5,1,0.17,0.34,0.51,1.08,68,55886,5305081,113746,57860
407,19,19,Martinelli,3,1,199,18,2,False,2023-01-15T16:30:00Z,0,2,20,78,0,0,1,0,0,0,0,1,0,0,0,9,11.6,43.8,19.0,7.4,1,0.06,0.66,0.72,1.19,68,-34637,5265161,117920,152557
408,19,19,Martinelli,3,1,201,14,2,True,2023-01-22T16:30:00Z,3,2,21,81,0,0,0,2,0,0,0,0,0,0,0,7,2.6,49.1,36.0,8.8,1,0.35,0.17,0.52,0.29,68,-232105,5059745,55413,287518
409,19,19,Martinelli,3,1,215,8,1,False,2023-02-04T12:30:00Z,1,0,22,58,0,0,0,0,0,0,0,0,0,0,0,9,5.2,28.1,12.0,4.5,1,0.00,0.05,0.05,1.33,67,-501320,4558297,45655,546975
410,19,19,Martinelli,3,1,221,4,3,True,2023-02-11T15:00:00Z,1,1,23,61,0,0,1,0,0,0,0,0,0,0,0,6,0.0,6.4,37.0,4.3,1,0.19,0.09,0.28,1.25,66,-355256,4212329,52642,407898
411,19,19,Martinelli,3,1,111,13,2,True,2023-02-15T19:30:00Z,1,3,23,75,0,0,0,2,0,0,0,0,0,0,0,7,5.0,17.3,2.0,2.4,1,0.00,0.10,0.10,1.59,66,-355256,4212329,52642,407898
412,19,19,Martinelli,3,1,231,2,6,False,2023-02-18T12:30:00Z,2,4,24,22,1,0,0,0,0,0,0,0,0,0,0,21,36.0,14.3,23.0,7.3,0,0.98,0.02,1.00,0.18,65,-351715,3866900,17826,369541
413,19,19,Martinelli,3,1,246,10,10,False,2023-02-25T15:00:00Z,0,1,25,90,1,0,1,0,0,0,0,1,0,0,3,26,28.8,8.0,33.0,7.0,1,0.21,0.09,0.30,0.02,65,-95735,3704318,79091,174826
414,19,19,Martinelli,3,1,61,8,16,True,2023-03-01T19:45:00Z,4,0,25,90,2,0,1,0,0,0,0,0,0,0,3,49,73.2,16.7,60.0,15.0,1,0.85,0.21,1.06,1.36,65,-95735,3704318,79091,174826
415,19,19,Martinelli,3,1,251,3,2,True,2023-03-04T15:00:00Z,3,2,26,90,0,0,0,2,0,0,0,0,0,0,0,11,1.4,27.9,31.0,6.0,1,0.19,0.15,0.34,1.32,65,287613,4078351,361316,73703
416,19,19,Martinelli,3,1,264,9,8,False,2023-03-12T14:00:00Z,0,3,27,76,1,0,1,0,0,0,0,0,0,0,0,21,38.4,12.6,80.0,13.1,1,1.04,0.11,1.15,0.72,65,56291,4134310,185821,129530
417,19,19,Martinelli,3,1,271,7,7,True,2023-03-19T14:00:00Z,4,1,28,82,1,0,0,1,0,0,0,0,0,0,0,25,34.6,4.3,23.0,6.2,1,0.11,0.04,0.15,0.42,66,219407,4429329,266540,47133
418,19,19,Martinelli,3,1,281,11,5,True,2023-04-01T14:00:00Z,4,1,29,90,0,1,0,1,0,0,0,0,0,0,0,24,31.2,33.2,62.0,12.6,1,0.38,0.40,0.78,0.78,66,-123215,4215783,118787,242002
419,19,19,Martinelli,3,1,296,12,13,False,2023-04-09T15:30:00Z,2,2,30,90,1,1,0,2,0,0,0,0,0,0,3,35,65.8,48.9,37.0,15.2,1,0.15,0.42,0.57,3.96,66,17266,4262782,87814,70548
420,23,23,Nelson,3,1,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2725,0,0
421,23,23,Nelson,3,1,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-585,3093,119,704
422,23,23,Nelson,3,1,21,3,0,False,2022-08-20T16:30:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1010,2113,33,1043
423,23,23,Nelson,3,1,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-361,1801,19,380
424,23,23,Nelson,3,1,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-129,1699,20,149
425,23,23,Nelson,3,1,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-114,1609,18,132
426,23,23,Nelson,3,1,72,4,0,False,2022-09-18T11:00:00Z,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-23,1545,7,30
427,23,23,Nelson,3,1,81,18,0,True,2022-10-01T11:30:00Z,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-37,1522,12,49
428,23,23,Nelson,3,1,91,12,0,True,2022-10-09T15:30:00Z,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,76,1726,113,37
429,23,23,Nelson,3,1,104,11,0,False,2022-10-16T13:00:00Z,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,13,1824,76,63
430,23,23,Nelson,3,1,127,17,0,False,2022-10-23T13:00:00Z,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3,1914,48,51
431,23,23,Nelson,3,1,131,16,19,True,2022-10-30T14:00:00Z,5,0,14,63,2,1,1,0,0,0,0,0,0,0,3,50,90.8,31.0,79.0,20.1,0,0.63,0.15,0.78,0.39,48,-7,1982,52,59
432,23,23,Nelson,3,1,142,6,0,False,2022-11-06T12:00:00Z,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,9213,11951,10509,1296
433,23,23,Nelson,3,1,160,20,1,False,2022-11-12T19:45:00Z,0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3005,8705,738,3743
434,23,23,Nelson,3,1,161,19,0,True,2022-12-26T20:00:00Z,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-3617,5312,877,4494
435,23,23,Nelson,3,1,172,5,0,False,2022-12-31T17:30:00Z,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-902,4429,10,912
436,23,23,Nelson,3,1,181,15,0,True,2023-01-03T19:45:00Z,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-355,4080,7,362
437,23,23,Nelson,3,1,199,18,0,False,2023-01-15T16:30:00Z,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-357,3728,7,364
438,23,23,Nelson,3,1,201,14,0,True,2023-01-22T16:30:00Z,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-168,3572,5,173
439,23,23,Nelson,3,1,215,8,0,False,2023-02-04T12:30:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-214,3362,12,226
440,23,23,Nelson,3,1,221,4,0,True,2023-02-11T15:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-79,3289,5,84
441,23,23,Nelson,3,1,111,13,0,True,2023-02-15T19:30:00Z,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-79,3289,5,84
442,23,23,Nelson,3,1,231,2,0,False,2023-02-18T12:30:00Z,2,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-24,3279,27,51
443,23,23,Nelson,3,1,246,10,0,False,2023-02-25T15:00:00Z,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,21,3335,73,52
444,23,23,Nelson,3,1,61,8,0,True,2023-03-01T19:45:00Z,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,21,3335,73,52
445,23,23,Nelson,3,1,251,3,11,True,2023-03-04T15:00:00Z,3,2,26,21,1,1,0,0,0,0,0,0,0,0,2,38,61.4,41.1,32.0,13.5,0,0.07,0.14,0.21,0.00,47,-39,3331,24,63
446,23,23,Nelson,3,1,264,9,1,False,2023-03-12T14:00:00Z,0,3,27,18,0,0,0,0,0,0,0,0,0,0,0,5,7.2,11.8,6.0,2.5,0,0.03,0.05,0.08,0.21,47,2256,5824,2623,367
447,23,23,Nelson,3,1,271,7,0,True,2023-03-19T14:00:00Z,4,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-619,5095,264,883
448,23,23,Nelson,3,1,281,11,0,True,2023-04-01T14:00:00Z,4,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-505,4678,124,629
449,23,23,Nelson,3,1,296,12,0,False,2023-04-09T15:30:00Z,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-261,4466,55,316
450,25,25,Fábio Vieira,3,1,1,7,0,False,2022-08-05T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,0,15311,0,0
451,25,25,Fábio Vieira,3,1,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-4909,10655,173,5082
